system:index,GEOID,GFD_sum,GeoName,Shape_Area,Shape_Leng,di_code,dist23,st_code,st_di23,state23,.geo
00000000000000000152,x09184,26972.070588235285,"UTTAR PRADESH, SONBHADRA",6.62108950262E9,572494.990881,184,SONBHADRA,09,"UTTAR PRADESH, SONBHADRA",UTTAR PRADESH,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000015d,x09185,4155.333333333335,"UTTAR PRADESH, SULTANPUR",2.57545688909E9,461970.437515,185,SULTANPUR,09,"UTTAR PRADESH, SULTANPUR",UTTAR PRADESH,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000016e,x09186,79363.78431372548,"UTTAR PRADESH, UNNAO",4.40197631938E9,535830.605333,186,UNNAO,09,"UTTAR PRADESH, UNNAO",UTTAR PRADESH,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000172,x09187,9421.082352941177,"UTTAR PRADESH, VARANASI",1.47482356096E9,293845.549548,187,VARANASI,09,"UTTAR PRADESH, VARANASI",UTTAR PRADESH,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000018e,x09120,44889.57254901965,"UTTAR PRADESH, PRAYAGRAJ",5.26536102301E9,578851.533115,120,PRAYAGRAJ,09,"UTTAR PRADESH, PRAYAGRAJ",UTTAR PRADESH,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000020c,x09164,18513.788235294116,"UTTAR PRADESH, MAHARAJGANJ",2.83981087164E9,404449.083066,164,MAHARAJGANJ,09,"UTTAR PRADESH, MAHARAJGANJ",UTTAR PRADESH,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000011,x05045,206.42745098039217,"UTTARAKHAND, ALMORA",3.05445180795E9,394957.247649,045,ALMORA,05,"UTTARAKHAND, ALMORA",UTTARAKHAND,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001f,x05046,29.250980392156862,"UTTARAKHAND, BAGESHWAR",2.1730759134E9,315673.159842,046,BAGESHWAR,05,"UTTARAKHAND, BAGESHWAR",UTTARAKHAND,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000050,x05048,1364.305882352941,"UTTARAKHAND, CHAMPAWAT",1.71518695297E9,271591.235892,048,CHAMPAWAT,05,"UTTARAKHAND, CHAMPAWAT",UTTARAKHAND,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000006c,x05049,1332.047058823529,"UTTARAKHAND, DEHRADUN",3.01903300511E9,503253.16431,049,DEHRADUN,05,"UTTARAKHAND, DEHRADUN",UTTARAKHAND,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a1,x05050,4679.254901960785,"UTTARAKHAND, HARIDWAR",2.225504964E9,287340.472634,050,HARIDWAR,05,"UTTARAKHAND, HARIDWAR",UTTARAKHAND,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000100,x05051,267.0313725490196,"UTTARAKHAND, NAINITAL",3.86976967939E9,434894.751473,051,NAINITAL,05,"UTTARAKHAND, NAINITAL",UTTARAKHAND,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000119,x05052,13602.047058823538,"UTTARAKHAND, PAURI GARHWAL",5.1313410788E9,414490.254454,052,PAURI GARHWAL,05,"UTTARAKHAND, PAURI GARHWAL",UTTARAKHAND,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000130,x05054,70.71372549019608,"UTTARAKHAND, RUDRAPRAYAG",1.9365214561E9,249893.932643,054,RUDRAPRAYAG,05,"UTTARAKHAND, RUDRAPRAYAG",UTTARAKHAND,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000162,x05055,3486.3450980392145,"UTTARAKHAND, TEHRI GARHWAL",3.80699420248E9,546162.691053,055,TEHRI GARHWAL,05,"UTTARAKHAND, TEHRI GARHWAL",UTTARAKHAND,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000169,x05056,28067.82352941176,"UTTARAKHAND, UDHAM SINGH NAGAR",2.58799800606E9,568974.772093,056,UDHAM SINGH NAGAR,05,"UTTARAKHAND, UDHAM SINGH NAGAR",UTTARAKHAND,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001ce,x05047,1850.0196078431375,"UTTARAKHAND, CHAMOLI",7.61864499275E9,522183.067166,047,CHAMOLI,05,"UTTARAKHAND, CHAMOLI",UTTARAKHAND,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000230,x05053,1984.3647058823526,"UTTARAKHAND, PITHORAGARH",7.03459119861E9,596635.247595,053,PITHORAGARH,05,"UTTARAKHAND, PITHORAGARH",UTTARAKHAND,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000259,x05057,3412.219607843137,"UTTARAKHAND, UTTARKASHI",7.79137971695E9,669211.278143,057,UTTARKASHI,05,"UTTARAKHAND, UTTARKASHI",UTTARAKHAND,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001b6,x19664,1529.7215686274512,"WEST BENGAL, ALIPUR DUAR",2.69624230026E9,347786.125038,664,ALIPUR DUAR,19,"WEST BENGAL, ALIPUR DUAR",WEST BENGAL,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001c0,x19305,18716.549019607828,"WEST BENGAL, BANKURA",6.62136930363E9,501616.440863,305,BANKURA,19,"WEST BENGAL, BANKURA",WEST BENGAL,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001c1,x19306,59670.78431372546,"WEST BENGAL, PURBA BARDDHAMAN",5.00974468465E9,590233.471127,306,PURBA BARDDHAMAN,19,"WEST BENGAL, PURBA BARDDHAMAN",WEST BENGAL,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001cb,x19307,11609.635294117648,"WEST BENGAL, BIRBHUM",4.37427541459E9,664801.039758,307,BIRBHUM,19,"WEST BENGAL, BIRBHUM",WEST BENGAL,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001d1,x19310,28890.658823529404,"WEST BENGAL, DAKSHIN DINAJPUR",2.14957247702E9,409019.233036,310,DAKSHIN DINAJPUR,19,"WEST BENGAL, DAKSHIN DINAJPUR",WEST BENGAL,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001d3,x19309,397.4745098039216,"WEST BENGAL, DARJILING",1.97639491808E9,341642.319911,309,DARJILING,19,"WEST BENGAL, DARJILING",WEST BENGAL,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001d8,x19317,110371.35294117653,"WEST BENGAL, PURBA MEDINIPUR",3.80931032049E9,399699.235376,317,PURBA MEDINIPUR,19,"WEST BENGAL, PURBA MEDINIPUR",WEST BENGAL,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001e5,x19313,27534.447058823498,"WEST BENGAL, HAORA",1.41276702784E9,256027.658424,313,HAORA,19,"WEST BENGAL, HAORA",WEST BENGAL,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001e9,x19312,42464.29019607847,"WEST BENGAL, HUGLI",3.03249622134E9,505309.743946,312,HUGLI,19,"WEST BENGAL, HUGLI",WEST BENGAL,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001ef,x19314,32455.658823529408,"WEST BENGAL, JALPAIGURI",3.30583474908E9,457613.010134,314,JALPAIGURI,19,"WEST BENGAL, JALPAIGURI",WEST BENGAL,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001fe,x19308,30128.27843137256,"WEST BENGAL, KOCH BIHAR",3.24743710274E9,841654.030211,308,KOCH BIHAR,19,"WEST BENGAL, KOCH BIHAR",WEST BENGAL,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000200,x19315,966.3568627450979,"WEST BENGAL, KOLKATA",1.78361733727E8,96223.5186636,315,KOLKATA,19,"WEST BENGAL, KOLKATA",WEST BENGAL,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000020e,x19316,217628.91764705887,"WEST BENGAL, MALDAH",3.45204766605E9,483310.58825,316,MALDAH,19,"WEST BENGAL, MALDAH",WEST BENGAL,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000217,x19319,230597.15294117652,"WEST BENGAL, MURSHIDABAD",5.14158476021E9,588272.807355,319,MURSHIDABAD,19,"WEST BENGAL, MURSHIDABAD",WEST BENGAL,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000219,x19320,77016.0784313726,"WEST BENGAL, NADIA",3.74617339993E9,684999.084199,320,NADIA,19,"WEST BENGAL, NADIA",WEST BENGAL,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000223,x19303,207993.03137254927,"WEST BENGAL, NORTH TWENTY-FOUR PARGANAS",3.8522276993E9,591635.655161,303,NORTH TWENTY-FOUR PARGANAS,19,"WEST BENGAL, NORTH TWENTY-FOUR PARGANAS",WEST BENGAL,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000022c,x19318,77063.19215686276,"WEST BENGAL, PASCHIM MEDINIPUR",6.03753763981E9,556149.942494,318,PASCHIM MEDINIPUR,19,"WEST BENGAL, PASCHIM MEDINIPUR",WEST BENGAL,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000234,x19321,15878.160784313724,"WEST BENGAL, PURULIYA",6.01674617815E9,584001.426043,321,PURULIYA,19,"WEST BENGAL, PURULIYA",WEST BENGAL,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000024c,x19304,199416.40000000008,"WEST BENGAL, SOUTH TWENTY-FOUR PARGANAS",7.38097587101E9,1696638.53142,304,SOUTH TWENTY-FOUR PARGANAS,19,"WEST BENGAL, SOUTH TWENTY-FOUR PARGANAS",WEST BENGAL,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000258,x19311,21284.18823529412,"WEST BENGAL, UTTAR DINAJPUR",3.01803106706E9,744493.179002,311,UTTAR DINAJPUR,19,"WEST BENGAL, UTTAR DINAJPUR",WEST BENGAL,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000272,x19703,3231.5254901960784,"WEST BENGAL, JHARGRAM",2.98270270291E9,480353.66234,703,JHARGRAM,19,"WEST BENGAL, JHARGRAM",WEST BENGAL,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000273,x19704,1351.0901960784315,"WEST BENGAL, PASCHIM BARDDHAMAN",1.73992331439E9,289409.540608,704,PASCHIM BARDDHAMAN,19,"WEST BENGAL, PASCHIM BARDDHAMAN",WEST BENGAL,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000274,x19702,43.34901960784314,"WEST BENGAL, KALIMPONG",1.05410461774E9,175959.214442,702,KALIMPONG,19,"WEST BENGAL, KALIMPONG",WEST BENGAL,"{""type"":""MultiPoint"",""coordinates"":[]}"
