system:index,GEOID,GeoName,Shape_Area,Shape_Leng,di_code,dist23,st_code,st_di23,state23,sum,.geo
00000000000000000149,x09182,"UTTAR PRADESH, SIDDHARTHNAGAR",2.79341209475E9,415859.377247,182,SIDDHARTHNAGAR,09,"UTTAR PRADESH, SIDDHARTHNAGAR",UTTAR PRADESH,1.3598298662745079E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000150,x09183,"UTTAR PRADESH, SITAPUR",5.53994926685E9,540535.807958,183,SITAPUR,09,"UTTAR PRADESH, SITAPUR",UTTAR PRADESH,2.0857146125490237E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000152,x09184,"UTTAR PRADESH, SONBHADRA",6.62108950262E9,572494.990881,184,SONBHADRA,09,"UTTAR PRADESH, SONBHADRA",UTTAR PRADESH,5.602474056078421E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000015d,x09185,"UTTAR PRADESH, SULTANPUR",2.57545688909E9,461970.437515,185,SULTANPUR,09,"UTTAR PRADESH, SULTANPUR",UTTAR PRADESH,2.022176506666665E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000016e,x09186,"UTTAR PRADESH, UNNAO",4.40197631938E9,535830.605333,186,UNNAO,09,"UTTAR PRADESH, UNNAO",UTTAR PRADESH,6.758742687450969E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000172,x09187,"UTTAR PRADESH, VARANASI",1.47482356096E9,293845.549548,187,VARANASI,09,"UTTAR PRADESH, VARANASI",UTTAR PRADESH,2.0747932818431365E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000018e,x09120,"UTTAR PRADESH, PRAYAGRAJ",5.26536102301E9,578851.533115,120,PRAYAGRAJ,09,"UTTAR PRADESH, PRAYAGRAJ",UTTAR PRADESH,4.8866822106274474E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000020c,x09164,"UTTAR PRADESH, MAHARAJGANJ",2.83981087164E9,404449.083066,164,MAHARAJGANJ,09,"UTTAR PRADESH, MAHARAJGANJ",UTTAR PRADESH,5419815.56470588,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000011,x05045,"UTTARAKHAND, ALMORA",3.05445180795E9,394957.247649,045,ALMORA,05,"UTTARAKHAND, ALMORA",UTTARAKHAND,2045661.278431372,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001f,x05046,"UTTARAKHAND, BAGESHWAR",2.1730759134E9,315673.159842,046,BAGESHWAR,05,"UTTARAKHAND, BAGESHWAR",UTTARAKHAND,708266.3098039217,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000050,x05048,"UTTARAKHAND, CHAMPAWAT",1.71518695297E9,271591.235892,048,CHAMPAWAT,05,"UTTARAKHAND, CHAMPAWAT",UTTARAKHAND,7210697.733333331,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000006c,x05049,"UTTARAKHAND, DEHRADUN",3.01903300511E9,503253.16431,049,DEHRADUN,05,"UTTARAKHAND, DEHRADUN",UTTARAKHAND,8361788.360784324,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a1,x05050,"UTTARAKHAND, HARIDWAR",2.225504964E9,287340.472634,050,HARIDWAR,05,"UTTARAKHAND, HARIDWAR",UTTARAKHAND,9294635.419607844,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000100,x05051,"UTTARAKHAND, NAINITAL",3.86976967939E9,434894.751473,051,NAINITAL,05,"UTTARAKHAND, NAINITAL",UTTARAKHAND,2330687.2313725515,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000119,x05052,"UTTARAKHAND, PAURI GARHWAL",5.1313410788E9,414490.254454,052,PAURI GARHWAL,05,"UTTARAKHAND, PAURI GARHWAL",UTTARAKHAND,1.3196920800000008E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000130,x05054,"UTTARAKHAND, RUDRAPRAYAG",1.9365214561E9,249893.932643,054,RUDRAPRAYAG,05,"UTTARAKHAND, RUDRAPRAYAG",UTTARAKHAND,3830399.400000001,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000162,x05055,"UTTARAKHAND, TEHRI GARHWAL",3.80699420248E9,546162.691053,055,TEHRI GARHWAL,05,"UTTARAKHAND, TEHRI GARHWAL",UTTARAKHAND,1.4280246180392163E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000169,x05056,"UTTARAKHAND, UDHAM SINGH NAGAR",2.58799800606E9,568974.772093,056,UDHAM SINGH NAGAR,05,"UTTARAKHAND, UDHAM SINGH NAGAR",UTTARAKHAND,1472376.4039215688,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001ce,x05047,"UTTARAKHAND, CHAMOLI",7.61864499275E9,522183.067166,047,CHAMOLI,05,"UTTARAKHAND, CHAMOLI",UTTARAKHAND,8362341.203921567,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000230,x05053,"UTTARAKHAND, PITHORAGARH",7.03459119861E9,596635.247595,053,PITHORAGARH,05,"UTTARAKHAND, PITHORAGARH",UTTARAKHAND,7101799.09411765,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000259,x05057,"UTTARAKHAND, UTTARKASHI",7.79137971695E9,669211.278143,057,UTTARKASHI,05,"UTTARAKHAND, UTTARKASHI",UTTARAKHAND,7959728.952941192,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001b6,x19664,"WEST BENGAL, ALIPUR DUAR",2.69624230026E9,347786.125038,664,ALIPUR DUAR,19,"WEST BENGAL, ALIPUR DUAR",WEST BENGAL,5369526.188235296,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001c0,x19305,"WEST BENGAL, BANKURA",6.62136930363E9,501616.440863,305,BANKURA,19,"WEST BENGAL, BANKURA",WEST BENGAL,2.403477232549018E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001c1,x19306,"WEST BENGAL, PURBA BARDDHAMAN",5.00974468465E9,590233.471127,306,PURBA BARDDHAMAN,19,"WEST BENGAL, PURBA BARDDHAMAN",WEST BENGAL,2.9950996756862793E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001cb,x19307,"WEST BENGAL, BIRBHUM",4.37427541459E9,664801.039758,307,BIRBHUM,19,"WEST BENGAL, BIRBHUM",WEST BENGAL,7085993.380392157,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001d1,x19310,"WEST BENGAL, DAKSHIN DINAJPUR",2.14957247702E9,409019.233036,310,DAKSHIN DINAJPUR,19,"WEST BENGAL, DAKSHIN DINAJPUR",WEST BENGAL,2502462.125490194,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001d3,x19309,"WEST BENGAL, DARJILING",1.97639491808E9,341642.319911,309,DARJILING,19,"WEST BENGAL, DARJILING",WEST BENGAL,1060317.5215686273,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001d8,x19317,"WEST BENGAL, PURBA MEDINIPUR",3.80931032049E9,399699.235376,317,PURBA MEDINIPUR,19,"WEST BENGAL, PURBA MEDINIPUR",WEST BENGAL,2142258.4862745055,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001e5,x19313,"WEST BENGAL, HAORA",1.41276702784E9,256027.658424,313,HAORA,19,"WEST BENGAL, HAORA",WEST BENGAL,1.4016470007843139E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001e9,x19312,"WEST BENGAL, HUGLI",3.03249622134E9,505309.743946,312,HUGLI,19,"WEST BENGAL, HUGLI",WEST BENGAL,2.2067810803921573E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001ef,x19314,"WEST BENGAL, JALPAIGURI",3.30583474908E9,457613.010134,314,JALPAIGURI,19,"WEST BENGAL, JALPAIGURI",WEST BENGAL,8562509.878431374,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001fe,x19308,"WEST BENGAL, KOCH BIHAR",3.24743710274E9,841654.030211,308,KOCH BIHAR,19,"WEST BENGAL, KOCH BIHAR",WEST BENGAL,1.20376614117647E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000200,x19315,"WEST BENGAL, KOLKATA",1.78361733727E8,96223.5186636,315,KOLKATA,19,"WEST BENGAL, KOLKATA",WEST BENGAL,3651067.7607843103,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000020e,x19316,"WEST BENGAL, MALDAH",3.45204766605E9,483310.58825,316,MALDAH,19,"WEST BENGAL, MALDAH",WEST BENGAL,5.784085481686273E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000217,x19319,"WEST BENGAL, MURSHIDABAD",5.14158476021E9,588272.807355,319,MURSHIDABAD,19,"WEST BENGAL, MURSHIDABAD",WEST BENGAL,4.0584909532549065E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000219,x19320,"WEST BENGAL, NADIA",3.74617339993E9,684999.084199,320,NADIA,19,"WEST BENGAL, NADIA",WEST BENGAL,2.3971507878431346E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000223,x19303,"WEST BENGAL, NORTH TWENTY-FOUR PARGANAS",3.8522276993E9,591635.655161,303,NORTH TWENTY-FOUR PARGANAS,19,"WEST BENGAL, NORTH TWENTY-FOUR PARGANAS",WEST BENGAL,8688277.368627448,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000022c,x19318,"WEST BENGAL, PASCHIM MEDINIPUR",6.03753763981E9,556149.942494,318,PASCHIM MEDINIPUR,19,"WEST BENGAL, PASCHIM MEDINIPUR",WEST BENGAL,1.4749554827450998E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000234,x19321,"WEST BENGAL, PURULIYA",6.01674617815E9,584001.426043,321,PURULIYA,19,"WEST BENGAL, PURULIYA",WEST BENGAL,7854065.419607845,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000024c,x19304,"WEST BENGAL, SOUTH TWENTY-FOUR PARGANAS",7.38097587101E9,1696638.53142,304,SOUTH TWENTY-FOUR PARGANAS,19,"WEST BENGAL, SOUTH TWENTY-FOUR PARGANAS",WEST BENGAL,7383465.929411763,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000258,x19311,"WEST BENGAL, UTTAR DINAJPUR",3.01803106706E9,744493.179002,311,UTTAR DINAJPUR,19,"WEST BENGAL, UTTAR DINAJPUR",WEST BENGAL,2542805.3254901953,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000272,x19703,"WEST BENGAL, JHARGRAM",2.98270270291E9,480353.66234,703,JHARGRAM,19,"WEST BENGAL, JHARGRAM",WEST BENGAL,1.4082258000000013E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000273,x19704,"WEST BENGAL, PASCHIM BARDDHAMAN",1.73992331439E9,289409.540608,704,PASCHIM BARDDHAMAN,19,"WEST BENGAL, PASCHIM BARDDHAMAN",WEST BENGAL,3090714.309803923,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000274,x19702,"WEST BENGAL, KALIMPONG",1.05410461774E9,175959.214442,702,KALIMPONG,19,"WEST BENGAL, KALIMPONG",WEST BENGAL,2378837.0980392145,"{""type"":""MultiPoint"",""coordinates"":[]}"
