DisNo.,Historic,Classification Key,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,External IDs,Event Name,ISO,Country,Subregion,Region,Location,Origin,Associated Types,OFDA/BHA Response,Appeal,Declaration,AID Contribution ('000 US$),Magnitude,Magnitude Scale,Latitude,Longitude,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No. Injured,No. Affected,No. Homeless,Total Affected,Reconstruction Costs ('000 US$),"Reconstruction Costs, Adjusted ('000 US$)",Insured Damage ('000 US$),"Insured Damage, Adjusted ('000 US$)",Total Damage ('000 US$),"Total Damage, Adjusted ('000 US$)",CPI,Admin Units,Entry Date,Last Update
2022-0525-FRA,No,nat-met-sto-sev,Natural,Meteorological,Storm,Severe weather,,,FRA,France,Western Europe,Europe,Corsica,,Lightening,No,No,No,,,Kph,,,,2022,8,17,2022,8,18,5,33,,,33,,,,,,,93.29460735,"[{""adm1_code"":1256,""adm1_name"":""Corse""}]",2022-08-19,2023-09-26
2022-0525-ITA,No,nat-met-sto-sev,Natural,Meteorological,Storm,Severe weather,,,ITA,Italy,Southern Europe,Europe,"Stromboli Isl.; Calabia; Sardinia; Tuscany, Liguria, Emilia-Romagna",,Hail|Lightening,No,No,Yes,,,Kph,,,,2022,8,14,2022,8,18,2,15,50,,65,,,,,,,93.29460735,"[{""adm1_code"":1618,""adm1_name"":""Calabria""},{""adm1_code"":1620,""adm1_name"":""Emilia-romagna""},{""adm1_code"":1623,""adm1_name"":""Liguria""},{""adm1_code"":1629,""adm1_name"":""Sardegna""},{""adm1_code"":1631,""adm1_name"":""Toscana""}]",2022-08-19,2023-09-26
2022-0530-CHN,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,,CHN,China,Eastern Asia,Asia,Datong County (Qinghai); Pengzhou (Sichuan); Heilongjiang and Shanxi,Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,,2022,8,17,2022,8,19,52,,6200,,6200,,,,,,,93.29460735,"[{""adm1_code"":908,""adm1_name"":""Heilongjiang Sheng""},{""adm1_code"":919,""adm1_name"":""Qinghai Sheng""},{""adm1_code"":923,""adm1_name"":""Shanxi Sheng""},{""adm1_code"":924,""adm1_name"":""Sichuan Sheng""}]",2022-08-19,2023-09-26
2022-0533-CMR,No,nat-hyd-mmw-lan,Natural,Hydrological,Mass movement (wet),Landslide (wet),,,CMR,Cameroon,Sub-Saharan Africa,Africa,Northwest and Southwest Regions,Heavy rains,Flood,No,No,No,,,,,,,2022,8,11,2022,8,11,5,,100,150,250,,,,,,,93.29460735,,2022-08-19,2023-09-26
2022-0539-IND,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,IND,India,Southern Asia,Asia,"Himachal Pradesh, Uttarakhand and Jharkhand States",,"Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,,2022,8,,2022,8,22,63,,800000,,800000,,,,,,,93.29460735,"[{""adm1_code"":1493,""adm1_name"":""Himachal Pradesh""},{""adm1_code"":70078,""adm1_name"":""Jharkhand""},{""adm1_code"":70082,""adm1_name"":""Uttarakhand""}]",2022-08-22,2023-09-26
2022-0546-MRT,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),GLIDE:FL-2022-000286,,MRT,Mauritania,Sub-Saharan Africa,Africa,"Néma, Aioun, Tintane, Kiffa, Boumdeid, Guerou, Barkéol, Moudjeria, M'bout, Monguel, Aoujeft, F'deirick, Rosso",Heavy rains,,No,No,No,,,Km2,,,,2022,7,25,2022,8,3,14,,28926,,28926,,,,,,,93.29460735,"[{""adm2_code"":19490,""adm2_name"":""Aoujeft""},{""adm2_code"":19494,""adm2_name"":""Barkeol""},{""adm2_code"":19496,""adm2_name"":""Guerrou""},{""adm2_code"":19498,""adm2_name"":""Kiffa""},{""adm2_code"":19506,""adm2_name"":""M'Bout""},{""adm2_code"":19508,""adm2_name"":""Monguel""},{""adm2_code"":19514,""adm2_name"":""Nema""},{""adm2_code"":19517,""adm2_name"":""Aioun""},{""adm2_code"":19523,""adm2_name"":""Moudjeria""},{""adm2_code"":19527,""adm2_name"":""F'Derik""},{""adm2_code"":19534,""adm2_name"":""Rosso""}]",2022-08-24,2023-09-26
2022-0547-PHL,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,GLIDE:TC-2022-000294,Tropical Cyclone 'Ma-On' (Florita),PHL,Philippines,South-eastern Asia,Asia,"Ilocos, Cagayan Valley, Cordillera Administrative Region (CAR), Bicol, and Calabarzon",,,No,No,No,,,Kph,,,,2022,8,22,2022,8,23,,,7616,,7616,,,,,,,93.29460735,"[{""adm1_code"":2354,""adm1_name"":""Cordillera Administrative region (CAR)""},{""adm1_code"":2356,""adm1_name"":""Region I (Ilocos region)""},{""adm1_code"":2357,""adm1_name"":""Region II (Cagayan Valley)""},{""adm1_code"":2361,""adm1_name"":""Region V (Bicol region)""},{""adm1_code"":67166,""adm1_name"":""Region IV-A (Calabarzon)""}]",2022-08-24,2025-03-05
2022-0560-SLE,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),GLIDE:FF-2022-000309,,SLE,Sierra Leone,Sub-Saharan Africa,Africa,Freetown Capital City,Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,,2022,8,28,2022,9,,12,79,12903,,12982,,,,,,,93.29460735,,2022-08-31,2023-09-26
2022-0572-MEX,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,MEX,Mexico,Latin America and the Caribbean,Americas,"Culiacán, Mocorito, Guasave, and Elota (Sinaloa State); Oaxaca, Coahuila, Tamaulipas, Veracruz and Morelos states",Heavy rains,,No,No,Yes,,,Km2,,,,2022,8,28,2022,9,1,8,,2100,,2100,,,,,,,93.29460735,"[{""adm1_code"":2044,""adm1_name"":""Morelos""},{""adm1_code"":2047,""adm1_name"":""Oaxaca""},{""adm1_code"":2055,""adm1_name"":""Tamaulipas""},{""adm1_code"":2057,""adm1_name"":""Veracruz""},{""adm2_code"":20881,""adm2_name"":""Culiacan""},{""adm2_code"":20884,""adm2_name"":""Elota""},{""adm2_code"":20886,""adm2_name"":""Guasave""},{""adm2_code"":20892,""adm2_name"":""Mocorito""}]",2022-09-05,2023-09-26
2022-0577-KOR,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Typhoon 'Hinnamnor',KOR,Republic of Korea,Eastern Asia,Asia,"Jeju Isl., Busan, Pohang, Sancheong, Ulsan, Namhe, Tongyeong, Jindo, Sinan",,Flood,No,No,No,,,Kph,,,,2022,9,4,2022,9,6,12,3,36000,,36003,,,,,,,93.29460735,,2022-09-06,2023-09-26
2022-0579-MEX,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,,MEX,Mexico,Latin America and the Caribbean,Americas,Nuevo León State,Heavy rains,,No,No,No,,,Km2,,,,2022,9,3,2022,9,5,5,,1050,,1050,,,,,,,93.29460735,"[{""adm1_code"":2046,""adm1_name"":""Nuevo Leon""}]",2022-09-07,2023-09-26
2022-0582-UGA,No,nat-hyd-mmw-lan,Natural,Hydrological,Mass movement (wet),Landslide (wet),,,UGA,Uganda,Sub-Saharan Africa,Africa,Kalingatha Village to Kasika Village (Kasese District),Heavy rains,,No,No,No,,,,,,,2022,9,6,2022,9,7,19,6,1190,,1196,,,,,,,93.29460735,"[{""adm1_code"":3121,""adm1_name"":""Kasese""}]",2022-09-08,2023-09-26
2022-0585-BGR,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,GLIDE:FL-2022-000312,,BGR,Bulgaria,Eastern Europe,Europe,"Karlovo, Kaloyanovo and Maritsa (Plovdiv province)",Heavy rains,,No,No,No,,,Km2,,,Stryama river,2022,9,2,2022,9,2,,,10937,,10937,,,,,47000,50378,93.29460735,"[{""adm2_code"":11969,""adm2_name"":""Kalojanovo""},{""adm2_code"":11970,""adm2_name"":""Karlovo""},{""adm2_code"":11973,""adm2_name"":""Maritca""}]",2022-09-09,2023-09-26
2022-0590-IND,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,IND,India,Southern Asia,Asia,Uttar Pradesh,Monsoonal rains,,No,No,No,,,Km2,,,,2022,9,18,2022,9,24,,,,,,,,,,,,93.29460735,"[{""adm1_code"":70081,""adm1_name"":""Uttar Pradesh""}]",2022-09-20,2023-09-26
2022-0590-NPL,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,NPL,Nepal,Southern Asia,Asia,Darchula District (Sudurpashchim Provincel); Kanchanpur District (Sudurpashchim Province),Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,,2022,9,9,2022,9,17,15,11,500,,511,,,,,,,93.29460735,,2022-09-13,2023-09-26
2022-0603-CAN,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,GLIDE:TC-2022-000314,Hurricane 'Fiona',CAN,Canada,Northern America,Americas,"Nova Scotia, Prince Edward Island, Newfoundland, and Quebec",,,No,No,No,,,Kph,,,,2022,9,24,2022,9,25,1,,4000,,4000,,,,,,,93.29460735,"[{""adm1_code"":829,""adm1_name"":""Newfoundland and Labrador / Terre-Neuve-et-Labrador""},{""adm1_code"":831,""adm1_name"":""Nova Scotia / Nouvelle-Écosse""},{""adm1_code"":834,""adm1_name"":""Prince Edward Island / Île-du-Prince-Édouard""},{""adm1_code"":835,""adm1_name"":""Quebec / Québec""}]",2022-10-06,2023-09-26
2022-0603-DOM,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,GLIDE:TC-2022-000314,Hurricane 'Fiona',DOM,Dominican Republic,Latin America and the Caribbean,Americas,"La Altagracia, La Romana, El Seibo, Samana, Hato Mayor, María Trinidad Sanchez, Duarte, Monte Plata, La Vega, Espaillat, San Pedro de Macorís, San José de Ocoa, Puerto Plata and Sánchez Ramirez",,"Slide (land, mud, snow, rock)",No,No,Yes,,150,Kph,,,,2022,9,19,2022,9,20,2,,1434802,,1434802,,,,,,,93.29460735,"[{""adm1_code"":1113,""adm1_name"":""Duarte""},{""adm1_code"":1114,""adm1_name"":""El Seibo""},{""adm1_code"":1115,""adm1_name"":""Espaillat""},{""adm1_code"":1117,""adm1_name"":""La Altagracia""},{""adm1_code"":1119,""adm1_name"":""La Romana""},{""adm1_code"":1120,""adm1_name"":""La Vega""},{""adm1_code"":1121,""adm1_name"":""Maria Trinidad Sanches""},{""adm1_code"":1125,""adm1_name"":""Puerto Plata""},{""adm1_code"":1127,""adm1_name"":""Samana""},{""adm1_code"":1130,""adm1_name"":""San Pedro de Macoris""},{""adm1_code"":1131,""adm1_name"":""Sanchez Ramirez""},{""adm1_code"":36854,""adm1_name"":""Hato Mayor""},{""adm1_code"":36856,""adm1_name"":""Monte Plata""},{""adm1_code"":36857,""adm1_name"":""San José de Ocoa""}]",2022-09-20,2023-09-26
2022-0603-GLP,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,GLIDE:TC-2022-000314,Hurricane 'Fiona',GLP,Guadeloupe,Latin America and the Caribbean,Americas,,,Flood,No,No,No,,,Kph,,,,2022,9,16,2022,9,17,1,,,,,,,,,,,93.29460735,,2022-09-20,2023-09-26
2022-0603-PRI,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,GLIDE:TC-2022-000314,Hurricane 'Fiona',PRI,Puerto Rico,Latin America and the Caribbean,Americas,,,"Flood|Slide (land, mud, snow, rock)",No,No,Yes,,,Kph,,,,2022,9,17,2022,9,18,25,,,,,,,,,2500000,2679683,93.29460735,,2022-09-20,2023-09-26
2022-0604-JPN,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Typhoon 'Nanmadol',JPN,Japan,Eastern Asia,Asia,"Kagoshima, Kyushu Isl.",,,No,No,No,,175,Kph,,,,2022,9,18,2022,9,20,5,140,1200,,1340,,,,,2000000,2143747,93.29460735,"[{""adm1_code"":1667,""adm1_name"":""Kagosima""}]",2022-09-20,2023-09-26
2022-0609-ITA,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,ITA,Italy,Southern Europe,Europe,"Ancona, Pesaro (Marches region)",Heavy rains,"Slide (land, mud, snow, rock)|Storm",No,No,Yes,,,Km2,,,"Barbara, Otra and Trecastelli",2022,9,15,2022,9,16,12,33,,,33,,,,,,,93.29460735,,2022-09-20,2024-04-16
2022-0613-KHM,No,nat-met-sto-sur,Natural,Meteorological,Storm,Storm surge,GLIDE:TC-2022-000318,Tropical cyclone 'Noru' (Karding),KHM,Cambodia,South-eastern Asia,Asia,,,,No,No,No,,,Kph,,,,2022,9,28,2022,9,29,16,,,,,,,,,,,93.29460735,,2022-09-30,2023-09-26
2022-0613-PHL,No,nat-met-sto-sur,Natural,Meteorological,Storm,Storm surge,GLIDE:TC-2022-000318,Tropical cyclone 'Noru' (Karding),PHL,Philippines,South-eastern Asia,Asia,"Region III (Central Luzon), Region IV-A (Calabarzon)",,,No,No,Yes,,195,Kph,,,,2022,9,25,2022,9,26,17,52,913893,,913945,,,,,56946,61039,93.29460735,"[{""adm1_code"":2354,""adm1_name"":""Cordillera Administrative region (CAR)""},{""adm1_code"":67165,""adm1_name"":""Region III (Central Luzon)""},{""adm1_code"":67166,""adm1_name"":""Region IV-A (Calabarzon)""}]",2022-09-30,2023-09-26
2022-0613-THA,No,nat-met-sto-sur,Natural,Meteorological,Storm,Storm surge,GLIDE:TC-2022-000318,Tropical cyclone 'Noru' (Karding),THA,Thailand,South-eastern Asia,Asia,Sisaket Province,,,No,No,No,,,Kph,,,,2022,9,28,2022,9,29,1,2,,,2,,,,,,,93.29460735,"[{""adm1_code"":2911,""adm1_name"":""Si Saket""}]",2022-09-30,2023-09-26
2022-0613-VNM,No,nat-met-sto-sur,Natural,Meteorological,Storm,Storm surge,GLIDE:TC-2022-000318,Tropical cyclone 'Noru' (Karding),VNM,Viet Nam,South-eastern Asia,Asia,"Quang Ngai, Quang Tri, Thua Thien, Hue, Da Nang, Quang Nam, Kon Tum provinces",,Flood,No,No,No,,,Kph,,,,2022,9,28,2022,9,29,2,62,53550,800,54412,,,,,,,93.29460735,"[{""adm1_code"":3340,""adm1_name"":""Da Nang City""},{""adm1_code"":3357,""adm1_name"":""Kon Tum""},{""adm1_code"":3372,""adm1_name"":""Quang Nam""},{""adm1_code"":3374,""adm1_name"":""Quang Ngai""},{""adm1_code"":3376,""adm1_name"":""Quang Tri""},{""adm1_code"":3383,""adm1_name"":""Thua Thien - Hue""}]",2022-09-30,2023-09-26
2022-0614-CUB,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,GLIDE:TC-2022-000320,Hurricane 'Ian',CUB,Cuba,Latin America and the Caribbean,Americas,"Pinar del Rio, Artemisa, Havana, Isla de la Juventud.",,,No,No,No,,208,Kph,,,,2022,9,26,2022,9,28,3,,3200000,,3200000,,,,,25000,26797,93.29460735,"[{""adm1_code"":1016,""adm1_name"":""Isla De La Juventud""},{""adm1_code"":1020,""adm1_name"":""Pinar Del Rio""},{""adm2_code"":14723,""adm2_name"":""Artemisa""}]",2022-10-06,2023-09-26
2022-0614-USA,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,GLIDE:TC-2022-000320,Hurricane 'Ian',USA,United States of America,Northern America,Americas,Charlotte and Lee Counties (Florida Peninsula); North Carolina,,Flood,No,No,Yes,,240,Kph,,,,2022,9,28,2022,10,2,152,,,,,,,60000000,64312399,100000000,107187331,93.29460735,"[{""adm1_code"":3247,""adm1_name"":""North Carolina""},{""adm2_code"":29005,""adm2_name"":""Charlotte""},{""adm2_code"":29032,""adm2_name"":""Lee""}]",2022-09-30,2023-09-26
2022-0615-VEN,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,VEN,Venezuela (Bolivarian Republic of),Latin America and the Caribbean,Americas,"Táchira, Lara, Carabobo, Miranda, and Mérida",Heavy rains,,No,No,No,,,Km2,,,,2022,9,22,2022,9,30,20,,,,,,,,,,,93.29460735,"[{""adm1_code"":3308,""adm1_name"":""Carabobo""},{""adm1_code"":3315,""adm1_name"":""Lara""},{""adm1_code"":3316,""adm1_name"":""Merida""},{""adm1_code"":3317,""adm1_name"":""Miranda""},{""adm1_code"":3322,""adm1_name"":""Tachira""}]",2022-09-30,2023-09-26
2022-0627-JPN,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Typhoon 'Talas',JPN,Japan,Eastern Asia,Asia,"Kakegawa, Fukuroi (Shizuoka prefecture); Chibu",,"Slide (land, mud, snow, rock)",No,No,No,,65,Kph,,,,2022,9,25,2022,9,25,3,,13323,,13323,,,,,752000,806049,93.29460735,,2022-10-04,2025-03-18
2022-0635-THA,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,THA,Thailand,South-eastern Asia,Asia,"Ang Thong, Ayutthaya (Phra Nakhon Si Ayutthaya), Buriram, Chai Nat, Chaiyaphum, Kalasin, Khon Kaen,Lopburi, Maha Sarakham, Nakhon Nayok, Nakhon Pathom, Nakhon Ratchasima, Nakhon Sawan, Pathum Thani, Phetchabun, Phichit, Prachinburi, Roi Et, Sakon Nakhon, Singburi, Surin, Tak, Ubon Ratchathani, Uthai Thani, Yasothon","Heavy rains, Remnants of Tropical Storm Noru",,No,No,No,,,Km2,,,Chao Phraya River and the Pa Sak River,2022,9,,2022,10,6,4,2,485906,,485908,,,,,,,93.29460735,"[{""adm1_code"":2852,""adm1_name"":""Ang Thong""},{""adm1_code"":2856,""adm1_name"":""Chainat""},{""adm1_code"":2857,""adm1_name"":""Chaiyaphum""},{""adm1_code"":2859,""adm1_name"":""Chiang Mai""},{""adm1_code"":2863,""adm1_name"":""Kalasin""},{""adm1_code"":2866,""adm1_name"":""Khon Kaen""},{""adm1_code"":2871,""adm1_name"":""Lopburi""},{""adm1_code"":2873,""adm1_name"":""Maha Sarakham""},{""adm1_code"":2875,""adm1_name"":""Nakhon Nayok""},{""adm1_code"":2877,""adm1_name"":""Nakhon Phanom""},{""adm1_code"":2878,""adm1_name"":""Nakhon Ratchasima""},{""adm1_code"":2879,""adm1_name"":""Nakhon Sawan""},{""adm1_code"":2885,""adm1_name"":""Nonthaburi""},{""adm1_code"":2886,""adm1_name"":""Pathum Thani""},{""adm1_code"":2892,""adm1_name"":""Phetchabun""},{""adm1_code"":2894,""adm1_name"":""Phichit""},{""adm1_code"":2896,""adm1_name"":""Phra Nakhon Si Ayudhya""},{""adm1_code"":2903,""adm1_name"":""Roi Et""},{""adm1_code"":2905,""adm1_name"":""Sakon Nakhon""},{""adm1_code"":2912,""adm1_name"":""Singburi""},{""adm1_code"":2917,""adm1_name"":""Surin""},{""adm1_code"":2918,""adm1_name"":""Tak""},{""adm1_code"":2921,""adm1_name"":""Ubon Ratchathani""},{""adm1_code"":2923,""adm1_name"":""Uthai Thani""},{""adm1_code"":2926,""adm1_name"":""Yasothon""},{""adm2_code"":26827,""adm2_name"":""Muang Prachin Buri""}]",2022-10-06,2023-09-26
2022-0637-GHA,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,GHA,Ghana,Sub-Saharan Africa,Africa,Ga South Municipal District (Greater Accra Region),Heavy rains,,No,No,No,,,Km2,,,,2022,10,4,2022,10,6,,,5000,,5000,,,,,,,93.29460735,"[{""adm2_code"":190658,""adm2_name"":""Ga Central Municipal""}]",2022-10-06,2023-09-26
2022-0642-IDN,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,,IDN,Indonesia,South-eastern Asia,Asia,South Jakarta; Lhokseumawe City (Aceh); Palopo City (South Sulawesi); Palembang City (South Sumatra),Heavy rains,"Collapse|Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,,2022,10,4,2022,10,9,10,2,40000,,40002,,,,,,,93.29460735,,2022-10-10,2023-09-26
2022-0647-COL,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,GLIDE:FL-2022-000348|GLIDE:TC-2022-000343,Hurricane 'Julia',COL,Colombia,Latin America and the Caribbean,Americas,San Andrés and Providencia Archipelago,,,No,No,No,,,Kph,,,,2022,10,9,2022,10,10,,2,5000,,5002,,,,,,,93.29460735,,2022-10-11,2023-09-26
2022-0647-CRI,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,GLIDE:FL-2022-000348|GLIDE:TC-2022-000343,Hurricane 'Julia',CRI,Costa Rica,Latin America and the Caribbean,Americas,"Guanacaste, San Jose; Parrita, Garabito, Quepos; Buenos Aires, Golfito and Osa (, Punta Arenas)",,Flood,No,No,No,,,Kph,,,,2022,10,8,2022,10,20,,,300000,,300000,,,,,,,93.29460735,,2022-10-10,2023-09-26
2022-0647-GTM,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,GLIDE:FL-2022-000348|GLIDE:TC-2022-000343,Hurricane 'Julia',GTM,Guatemala,Latin America and the Caribbean,Americas,"Alta Verapaz, Izabal, Quiché, Huehuetenango, Zacapa, Petén, Chimaltenango, Totonicapán, Sacatepéquez, Jalapa, Guatemala, Sololá, San Marcos, Quetzaltenango, Chiquimula",,"Flood|Slide (land, mud, snow, rock)",No,No,Yes,,,Kph,,,,2022,10,9,2022,10,10,4,11,457300,,457311,,,,,,,93.29460735,"[{""adm1_code"":64821,""adm1_name"":""Guatemala""},{""adm1_code"":64823,""adm1_name"":""Sacatepéquez""},{""adm1_code"":64824,""adm1_name"":""Chimaltenango""},{""adm1_code"":64827,""adm1_name"":""Sololá""},{""adm1_code"":64828,""adm1_name"":""Totonicapán""},{""adm1_code"":64829,""adm1_name"":""Quetzaltenango""},{""adm1_code"":64832,""adm1_name"":""San Marcos""},{""adm1_code"":64833,""adm1_name"":""Huehuetenango""},{""adm1_code"":64834,""adm1_name"":""Quiché""},{""adm1_code"":64836,""adm1_name"":""Alta Verapaz""},{""adm1_code"":64837,""adm1_name"":""Petén""},{""adm1_code"":64838,""adm1_name"":""Izabal""},{""adm1_code"":64839,""adm1_name"":""Zacapa""},{""adm1_code"":64840,""adm1_name"":""Chiquimula""},{""adm1_code"":64841,""adm1_name"":""Jalapa""}]",2022-10-11,2023-09-26
2022-0647-HND,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,GLIDE:FL-2022-000348|GLIDE:TC-2022-000343,Hurricane 'Julia',HND,Honduras,Latin America and the Caribbean,Americas,,,,No,No,No,,,Kph,,,,2022,10,9,2022,10,9,5,,144000,,144000,,,,,,,93.29460735,,2022-10-10,2023-09-26
2022-0647-NIC,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,GLIDE:FL-2022-000348|GLIDE:TC-2022-000343,Hurricane 'Julia',NIC,Nicaragua,Latin America and the Caribbean,Americas,,,Flood,No,No,No,,,Kph,,,,2022,10,9,2022,10,9,1,,45000,2100,47100,,,,,180000,192937,93.29460735,,2022-10-10,2024-08-27
2022-0647-SLV,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,GLIDE:FL-2022-000348|GLIDE:TC-2022-000343,Hurricane 'Julia',SLV,El Salvador,Latin America and the Caribbean,Americas,"San Salvador, La Libertad, La Paz, San Vicente, Usulután, San Miguel, La Unión and Sonsonate",,Flood,No,No,No,,70,Kph,,,,2022,10,10,2022,10,11,10,,9273,,9273,,,,,17000,18222,93.29460735,"[{""adm1_code"":1188,""adm1_name"":""La Libertad""},{""adm1_code"":1189,""adm1_name"":""La Paz""},{""adm1_code"":1190,""adm1_name"":""La Union""},{""adm1_code"":1192,""adm1_name"":""San Miguel""},{""adm1_code"":1193,""adm1_name"":""San Salvador""},{""adm1_code"":1194,""adm1_name"":""San Vicente""},{""adm1_code"":1196,""adm1_name"":""Sonsonate""},{""adm1_code"":1197,""adm1_name"":""Usulutan""}]",2022-10-10,2023-09-26
2022-0648-VEN,No,nat-hyd-mmw-lan,Natural,Hydrological,Mass movement (wet),Landslide (wet),,,VEN,Venezuela (Bolivarian Republic of),Latin America and the Caribbean,Americas,"Tejerías Town (Aragua State); Anzoátegui, Barinas, Bolívar, Carabobo, Distrito Capital, Falcón, Guárico, Mérida, Miranda, Lara, La Guaira, Portuguesa, Táchira, Trujillo, Sucre and Zulia",Heavy rains,Flood,No,No,No,,,,,,,2022,10,9,2022,10,9,106,,64000,951,64951,,,,,,,93.29460735,"[{""adm1_code"":3303,""adm1_name"":""Anzoategui""},{""adm1_code"":3306,""adm1_name"":""Barinas""},{""adm1_code"":3307,""adm1_name"":""Bolivar""},{""adm1_code"":3308,""adm1_name"":""Carabobo""},{""adm1_code"":3313,""adm1_name"":""Falcon""},{""adm1_code"":3314,""adm1_name"":""Guarico""},{""adm1_code"":3315,""adm1_name"":""Lara""},{""adm1_code"":3316,""adm1_name"":""Merida""},{""adm1_code"":3317,""adm1_name"":""Miranda""},{""adm1_code"":3320,""adm1_name"":""Portuguesa""},{""adm1_code"":3321,""adm1_name"":""Sucre""},{""adm1_code"":3322,""adm1_name"":""Tachira""},{""adm1_code"":3323,""adm1_name"":""Trujillo""},{""adm1_code"":3325,""adm1_name"":""Zulia""},{""adm1_code"":67153,""adm1_name"":""Distrito Capital""}]",2022-10-10,2023-09-26
2022-0650-SSD,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,SSD,South Sudan,Sub-Saharan Africa,Africa,"Western Equatoria, Northern Bahr el Ghazal, Warrap, Unity, Jonglei and Upper Nile",Heavy rains,,No,No,No,,,Km2,,,Mori River,2022,8,,2022,10,29,,,1000000,,1000000,,,,,,,93.29460735,"[{""adm1_code"":2747,""adm1_name"":""Unity""},{""adm1_code"":2751,""adm1_name"":""Jonglei""},{""adm1_code"":2754,""adm1_name"":""Northern Bahr El Ghazal""},{""adm1_code"":2765,""adm1_name"":""Warab""},{""adm1_code"":2768,""adm1_name"":""Western Equatoria""},{""adm1_code"":37021,""adm1_name"":""Upper Nile""}]",2022-10-10,2023-09-26
2022-0654-MLI,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,MLI,Mali,Sub-Saharan Africa,Africa,Mopti region,Heavy rain,,No,No,No,,,Km2,,,Bani river,2022,7,1,2022,10,31,10,12,79000,,79012,,,,,,,93.29460735,"[{""adm1_code"":1931,""adm1_name"":""Mopti""}]",2022-10-11,2023-09-26
2022-0655-HND,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),GLIDE:FL-2022-000328,,HND,Honduras,Latin America and the Caribbean,Americas,"Santa Bárbara, Copàn, Cortés, Olancho, Colón, Yoro, Paraíso, Ocotepeque, Lempira, Intibucá, Comayagua, La Paz, Francisco Morazán, Valle, and Choluteca Departments",,,No,No,No,,,Km2,,,Ulùa River,2022,7,2,2022,9,28,9,,76657,,76657,,,,,,,93.29460735,"[{""adm1_code"":1421,""adm1_name"":""Choluteca""},{""adm1_code"":1422,""adm1_name"":""Colon""},{""adm1_code"":1423,""adm1_name"":""Comayagua""},{""adm1_code"":1424,""adm1_name"":""Copan""},{""adm1_code"":1425,""adm1_name"":""Cortes""},{""adm1_code"":1426,""adm1_name"":""Francisco Morazan""},{""adm1_code"":1428,""adm1_name"":""Intibuca""},{""adm1_code"":1430,""adm1_name"":""La Paz""},{""adm1_code"":1431,""adm1_name"":""Lempira""},{""adm1_code"":1433,""adm1_name"":""Ocotepeque""},{""adm1_code"":1434,""adm1_name"":""Olancho""},{""adm1_code"":1435,""adm1_name"":""Paraiso""},{""adm1_code"":1436,""adm1_name"":""Santa Barbara""},{""adm1_code"":1437,""adm1_name"":""Valle""},{""adm1_code"":1438,""adm1_name"":""Yoro""}]",2022-10-11,2023-09-26
